Customer_id,Tenure,NumofProducts,HasCRCard,IsActiveMember,Exited
15803406,1,1,0,1,0
15730460,2,1,0,0,0
15644572,4,1,1,1,0
15694860,6,1,0,0,1
15658169,6,2,1,0,0
15794396,7,1,1,0,0
15785798,9,2,0,1,0
15710825,7,1,0,0,0
15668444,3,1,1,0,0
15726631,6,1,0,1,0
15733797,5,2,1,0,0
15747960,3,1,1,1,0
15634632,3,2,1,0,0
15707362,1,1,0,1,1
15662976,8,1,1,1,0
15732778,1,2,1,1,0
15718443,3,2,1,0,0
15670039,3,2,1,0,0
15773792,4,1,1,1,1
15613786,4,2,1,1,0
15726032,9,1,1,0,0
15663252,9,2,1,1,0
15593782,5,3,1,0,1
15633283,8,2,1,0,0
15749167,3,2,1,1,0
15759298,10,1,1,1,0
15683625,1,1,1,0,1
15635367,2,1,1,0,0
15681705,8,2,1,0,0
15603156,1,2,1,0,0
15591986,6,1,0,0,1
15798888,1,1,1,1,0
15809722,8,2,1,0,0
15677538,7,1,1,1,0
15797736,4,1,1,1,0
15695585,6,1,0,1,0
15744398,5,2,1,0,0
15750658,8,3,0,0,0
15578186,9,2,1,0,0
15676519,9,2,1,0,1
15637954,0,1,1,1,0
15758639,7,2,1,0,0
15613772,3,1,1,1,1
15731744,2,2,0,1,0
15807709,9,1,1,1,0
15714689,1,1,1,1,0
15699005,2,1,1,1,0
15624170,4,2,0,1,0
15725679,6,1,0,0,1
15585865,2,2,0,0,1
15804256,8,2,1,1,0
15662403,6,2,1,0,0
15733616,5,1,1,1,0
15591995,8,2,1,1,0
15677020,8,1,0,1,1
15727688,4,2,1,1,0
15715941,5,2,1,1,0
15714485,5,1,1,0,1
15730059,9,2,1,1,0
15715527,4,1,0,0,0
15576623,5,2,1,0,0
15805565,7,1,1,0,0
15677307,6,1,1,0,0
15773890,5,2,1,1,0
15598883,2,2,1,1,0
15568506,10,2,1,1,0
15761043,6,2,1,0,0
15782236,5,2,0,0,0
15593601,6,1,1,1,0
15682048,3,1,1,1,1
15746902,9,2,1,0,0
15752081,10,3,0,1,1
15781307,7,2,1,0,0
15775912,4,2,0,1,1
15745417,6,1,0,1,0
15671256,1,1,1,0,1
15653547,7,1,1,1,0
15595766,5,2,1,1,0
15742358,8,1,1,1,0
15763274,3,1,0,0,0
15786063,2,2,1,1,0
15600258,2,2,1,1,0
15573318,8,2,1,0,0
15653849,3,1,1,0,1
15694272,1,1,1,1,0
15736112,2,2,1,1,0
15749851,4,1,0,1,0
15663478,6,1,1,1,0
15592300,10,1,1,0,0
15567832,7,1,1,0,0
15776780,1,1,1,0,1
15592846,10,2,1,0,0
15739803,9,2,1,0,0
15794142,5,3,0,1,1
15762729,1,1,1,0,1
15667896,8,2,1,1,0
15626578,9,2,1,1,0
15776223,4,1,1,1,0
15705953,0,1,1,0,1
15802593,7,3,0,1,1
15615457,2,2,1,0,0
15708916,0,2,1,0,0
15720187,7,2,1,0,0
15595440,7,2,1,1,0
15600651,1,3,1,1,0
15750141,3,2,1,0,0
15657284,6,1,1,1,1
15763063,10,1,1,0,0
15709324,7,2,1,0,0
15711309,3,1,1,0,0
15775318,3,3,0,1,1
15705515,5,2,1,0,0
15634844,3,1,1,0,1
15717046,3,2,1,1,0
15571816,5,1,1,1,0
15670080,7,1,0,1,0
15800440,1,1,0,1,0
15665678,8,1,1,1,0
15665956,1,1,1,0,1
15788126,6,1,1,1,0
15811773,4,2,1,1,0
15651674,2,1,0,0,1
15689614,1,1,1,1,0
15795564,5,2,1,1,0
15706647,7,3,1,1,0
15728505,1,2,1,1,0
15730076,1,1,1,0,1
15622003,9,2,1,0,0
15607312,10,2,1,1,1
15644753,3,1,1,1,0
15653620,8,2,1,1,0
15761986,3,1,1,0,0
15633922,4,2,0,1,0
15734674,6,1,1,0,0
15658032,2,2,1,1,0
15692671,8,2,1,0,0
15737741,2,2,0,1,1
15576352,3,2,0,1,0
15753719,9,1,1,0,0
15803689,1,2,0,0,1
15718057,2,1,0,0,1
15722010,9,1,1,0,1
15680998,5,1,1,1,0
15614782,1,1,1,0,0
15591047,6,2,0,0,1
15788291,7,1,1,1,1
15604044,8,1,1,0,0
15679587,9,1,1,1,0
15775153,4,1,0,0,0
15603925,4,2,0,1,0
15680970,2,1,1,0,0
15697183,9,2,1,0,0
15567446,9,1,1,1,0
15637476,5,1,0,0,1
15714939,4,1,0,1,0
15683503,8,3,0,1,1
15645569,7,2,1,1,0
15782569,9,1,0,1,0
15592387,5,1,1,0,1
15609286,10,1,1,1,0
15814035,9,1,1,1,0
15661249,4,2,0,1,0
15629117,10,2,1,0,0
15607170,5,2,1,1,0
15586585,2,1,1,0,0
15686611,10,1,0,0,0
15603203,6,2,1,0,0
15619857,2,1,1,1,0
15805062,1,1,1,1,0
15660271,8,1,1,1,0
15745295,0,1,1,0,1
15719352,6,2,1,0,0
15766575,8,1,1,0,1
15594594,7,1,1,1,0
15646161,8,2,1,1,0
15682585,9,1,1,0,0
15603134,10,1,0,1,0
15636444,5,2,1,1,0
15773456,3,2,0,1,0
15745307,2,1,0,1,0
15604119,7,1,0,0,0
15626900,1,1,1,1,0
15605447,2,1,1,0,0
15589030,1,2,1,1,0
15692463,3,1,1,0,0
15712403,1,1,1,0,1
15811762,6,1,1,0,1
15718673,10,1,1,0,0
15724282,3,2,1,1,0
15738181,6,2,0,0,1
15633648,5,2,1,0,0
15603323,1,2,0,0,0
15583725,1,1,0,1,0
15588350,10,1,0,1,0
15798398,4,1,0,0,0
15784844,5,1,1,0,1
15580684,5,1,1,0,0
15809663,1,1,1,1,0
15640078,5,1,1,0,1
15698786,9,1,1,0,1
15569807,8,1,1,0,1
15730830,3,2,1,1,0
15805112,7,1,1,0,0
15633064,4,2,1,0,0
15703119,6,2,1,1,0
15730447,4,2,1,1,0
15813850,7,1,1,1,0
15711889,3,1,1,0,0
15664610,4,1,1,1,1
15751710,8,2,1,1,0
15692926,8,1,1,1,0
15813741,6,1,0,1,0
15698474,1,2,1,1,0
15568595,9,1,1,1,0
15603065,6,2,1,0,0
15592937,3,1,1,1,0
15699637,8,1,1,1,0
15667215,2,2,1,1,0
15788659,4,2,1,1,0
15763218,1,2,0,1,0
15645772,9,2,1,1,0
15725511,3,1,0,1,0
15575024,3,2,1,1,0
15640825,3,1,1,1,0
15662397,5,1,1,1,0
15576368,3,2,0,0,0
15674991,9,2,0,1,0
15721024,0,1,0,0,0
15745621,6,2,1,1,0
15642394,5,2,1,1,0
15754605,5,2,1,1,0
15607040,4,2,1,0,0
15715142,7,1,0,1,1
15810978,1,2,1,1,0
15668886,3,2,1,0,0
15780804,5,1,0,1,0
15613880,5,1,0,1,0
15775238,4,1,0,1,0
15786905,8,2,0,0,0
15747867,9,1,0,0,0
15600337,2,1,0,0,1
15801277,2,2,1,1,0
15579334,5,1,1,0,1
15802741,7,1,1,0,1
15720649,5,1,1,0,0
15589493,1,2,1,0,0
15688251,1,2,1,0,0
15665238,8,1,0,0,0
15740900,6,2,1,1,0
15681068,2,1,1,1,0
15748625,6,2,1,1,0
15727299,1,1,1,1,1
15620204,1,2,1,1,1
15669516,2,2,1,1,0
15736534,0,1,1,1,0
15803457,5,2,1,0,0
15659098,7,1,0,0,0
15603436,2,2,0,1,0
15566292,1,2,0,1,0
15808621,2,2,1,1,0
15580148,5,3,1,0,1
15776231,4,1,1,1,0
15773809,4,2,1,0,0
15649423,8,2,0,1,0
15734886,3,2,1,0,0
15722548,0,1,0,0,0
15650288,6,1,1,0,0
15629448,1,1,1,0,0
15716164,3,1,1,0,0
15807609,3,3,1,0,1
15578977,9,2,1,0,0
15677369,4,1,0,0,0
15804072,5,2,0,0,0
15696859,10,2,0,0,0
15653780,5,1,1,1,0
15721658,2,2,1,1,1
15578761,6,2,1,1,1
15736879,1,2,0,0,0
15571973,2,1,1,0,0
15626742,3,1,1,1,0
15672692,10,2,1,1,0
15673570,9,2,0,1,0
15767432,7,3,1,1,0
15654238,5,1,1,0,0
15612525,1,1,0,0,1
15812750,6,1,1,1,0
15790757,10,2,0,0,0
15723873,3,1,0,0,0
15744607,9,2,1,0,1
15612966,7,1,0,1,1
15784209,6,1,1,1,0
15794278,6,1,1,1,0
15766741,2,1,0,1,0
15661036,6,2,1,0,0
15705639,8,2,1,0,0
15637414,7,1,0,1,0
15716835,8,1,1,1,0
15696231,7,1,1,1,0
15641675,2,3,0,0,1
15670755,8,2,1,1,0
15640059,5,2,1,1,0
15787619,2,1,0,0,0
15587535,5,1,1,0,0
15813034,2,1,1,1,0
15698839,4,2,1,1,0
15790314,0,2,0,1,0
15634245,9,1,1,0,0
15677305,7,1,1,1,0
15661526,2,2,1,0,0
15685997,5,2,1,0,0
15660101,9,2,1,0,0
15637979,2,2,1,0,0
15815364,2,2,1,1,0
15647099,9,1,1,0,0
15625944,5,1,1,1,0
15583212,5,1,1,0,0
15582741,5,1,1,0,1
15637876,6,1,0,0,1
15622750,1,1,1,0,0
15672056,2,3,1,1,1
15812351,2,1,1,0,0
15810864,2,2,0,1,0
15677921,9,2,0,0,1
15724296,2,2,0,0,0
15685329,1,1,0,1,1
15584091,2,2,0,0,1
15640442,4,1,0,0,0
15639314,2,2,0,1,0
15685320,3,1,0,0,0
15789158,6,2,1,0,1
15752137,7,1,1,1,0
15712551,7,1,1,0,1
15628936,9,1,0,0,1
15797227,8,2,1,1,0
15769974,8,1,0,0,0
15737051,8,2,1,0,0
15585595,1,2,0,1,0
15654060,2,2,0,1,0
15745196,8,2,0,0,0
15571221,7,1,1,1,1
15660155,5,1,0,1,0
15605284,1,2,1,1,0
15694366,2,1,0,1,0
15600739,0,2,1,0,0
15653253,8,1,1,1,0
15763431,2,2,1,1,0
15643696,3,2,1,1,0
15707473,6,1,1,0,0
15769504,1,1,1,1,0
15776807,1,1,1,0,0
15686870,8,2,0,0,0
15668747,9,1,0,1,0
15766908,3,1,1,0,0
15570134,6,2,1,1,0
15567367,9,1,0,1,0
15747542,7,2,1,1,0
15762238,0,2,0,1,0
15681554,7,2,1,1,0
15712825,9,2,0,1,0
15640280,4,2,0,1,0
15756026,9,1,0,0,1
15613319,0,1,0,0,0
15798906,5,2,1,1,0
15708917,10,1,1,1,0
15778463,6,1,1,0,0
15699430,10,2,1,0,0
15649992,7,2,0,1,0
15578980,3,2,1,1,0
15775306,8,3,1,1,1
15641655,2,2,0,0,0
15619708,5,2,1,0,0
15734565,8,2,1,0,0
15806438,2,1,0,0,1
15591969,9,1,1,1,0
15747807,6,2,1,0,0
15596939,4,2,1,0,0
15716155,5,1,0,0,0
15765311,8,1,1,0,0
15757811,9,1,0,1,1
15603830,4,2,1,0,0
15660602,8,2,1,1,0
15660535,5,2,1,1,0
15666633,1,2,1,1,0
15596914,2,2,1,1,0
15639788,10,2,1,0,0
15695846,6,2,1,1,0
15726234,5,1,0,1,0
15797964,1,1,1,1,0
15625881,3,2,1,1,0
15780628,6,2,0,0,0
15575883,2,2,1,0,0
15585036,3,2,1,1,0
15589488,5,1,1,1,0
15585888,3,1,0,1,1
15727915,4,1,0,0,0
15707567,6,1,0,0,1
15737792,1,1,0,0,0
15599433,8,1,0,1,0
15672012,5,1,1,0,1
15806983,3,1,1,0,0
15592222,7,1,0,0,0
15608968,6,2,0,0,0
15586959,5,2,1,0,0
15646558,1,1,1,1,0
15725811,0,1,0,1,0
15572265,1,2,1,0,0
15794048,1,2,0,0,1
15677610,8,1,1,1,0
15745012,6,2,1,1,0
15601589,8,2,0,1,0
15686436,4,2,1,0,0
15693864,5,1,1,0,1
15760550,7,2,0,1,0
15686137,9,1,1,1,0
15809087,1,2,1,0,1
15807663,8,1,1,0,1
15809100,2,1,1,0,1
15794916,7,1,1,1,0
15614215,6,2,0,1,0
15805449,4,2,0,0,0
15686983,10,2,0,1,0
15808017,1,2,1,1,0
15756804,1,1,1,0,1
15646810,6,2,1,0,1
15710424,4,1,1,1,0
15799422,8,1,1,1,0
15692750,7,3,1,0,1
15794549,2,2,1,1,0
15803764,7,2,1,0,0
15674840,5,2,0,1,0
15653762,9,1,0,0,0
15581229,1,1,0,1,0
15800228,4,2,1,1,0
15656333,3,1,1,0,0
15697497,9,2,1,1,0
15585362,6,1,1,0,1
15571928,4,3,1,0,1
15785519,6,1,1,0,0
15743007,4,1,1,0,1
15777211,7,1,1,1,0
15721935,7,2,1,1,0
15591711,0,1,1,0,0
15625021,2,2,1,1,0
15702968,3,1,1,1,0
15600462,8,1,0,1,0
15768104,8,1,0,0,0
15780140,2,2,1,1,0
15585255,9,1,1,0,0
15772781,3,3,1,1,1
15669987,8,2,1,0,1
15697000,5,1,1,1,0
15733119,8,2,1,0,0
15782390,6,1,1,0,0
15654700,2,1,1,0,1
15632210,2,1,1,0,0
15642041,1,2,1,0,1
15709737,7,2,0,1,0
15792388,7,1,1,1,0
15786014,5,2,1,0,0
15794580,4,1,0,0,1
15675964,9,1,1,1,1
15814275,6,1,1,1,0
15724848,1,1,1,0,1
15754713,10,1,1,1,0
15693814,7,2,1,0,0
15599660,6,2,1,1,0
15746490,6,1,1,1,0
15566091,4,1,1,0,0
15655961,1,1,1,0,0
15710404,10,1,1,1,0
15775625,6,1,1,0,0
15792328,6,1,1,1,1
15719856,3,1,1,1,0
15593773,3,2,0,0,0
15733114,9,2,1,0,0
15797748,5,2,0,1,0
15743411,1,1,1,0,1
15753337,5,3,1,0,1
15601026,1,1,1,1,0
15658485,9,1,1,1,0
15636731,1,2,1,1,0
15628303,3,1,1,1,0
15633461,5,1,1,1,0
15677135,8,2,1,1,0
15590876,7,1,0,0,0
15790782,6,1,0,0,0
15700476,9,2,1,1,0
15634141,8,2,1,0,0
15737795,1,1,0,1,1
15790299,9,3,1,1,0
15675316,3,2,0,1,0
15613630,8,1,1,1,1
15662100,5,1,0,1,0
15668032,4,1,1,1,0
15599289,10,1,1,0,0
15754084,1,1,1,1,0
15676521,8,2,0,0,0
15804586,6,1,1,0,1
15781465,8,1,1,0,0
15729362,8,1,1,0,0
15709295,5,2,1,1,0
15745324,4,1,1,0,1
15741336,5,1,1,1,1
15783659,4,1,1,1,0
15620981,3,1,0,0,1
15630328,8,2,1,1,0
15785899,8,1,1,0,0
15606149,9,1,0,1,0
15671139,0,1,1,1,0
15660429,2,2,0,1,1
15571002,4,1,0,0,0
15631681,0,2,0,1,0
15731522,8,2,1,1,0
15619529,8,1,0,0,0
15628034,6,1,1,1,0
15686164,1,1,1,1,0
15582797,4,1,1,0,0
15753831,7,1,1,1,0
15731815,4,3,1,0,1
15580956,4,1,1,1,1
15602084,5,1,1,1,0
15589805,6,1,1,1,0
15720893,9,2,0,0,0
15641009,3,1,0,0,0
15605926,9,2,0,1,0
15805955,10,1,1,1,0
15801488,3,2,1,1,0
15605918,5,2,0,0,0
15779711,7,2,0,1,0
15705620,5,2,1,0,0
15685357,8,1,0,1,0
15570060,8,1,1,0,1
15582616,4,2,1,0,0
15799515,8,1,1,0,0
15642937,7,2,1,0,0
15624729,0,1,0,0,0
15566156,0,2,0,0,0
15792360,7,2,1,1,0
15807008,6,1,0,0,1
15704770,1,2,0,1,0
15756475,9,2,1,1,0
15655339,1,1,1,0,0
15613749,0,1,1,0,1
15664521,7,2,1,1,0
15681206,3,1,1,0,1
15745527,5,2,1,0,0
15806926,2,2,1,1,0
15724563,3,2,0,1,0
15782899,7,1,0,0,0
