Customer_id,creditscore,Balance,Estimated
15679531,618,134955,151954
15684181,643,0,142514
15612087,671,106377,158265
15752047,689,161815,169382
15624592,603,0,169915
15573152,620,0,88852
15594917,676,63095,40646
15785542,572,118287,60427
15723488,668,106854,157959
15680920,695,49513,133007
15786308,730,0,176577
15659366,807,105799,34888
15774854,592,0,28738
15725311,726,114722,98179
15787155,514,0,125010
15727829,567,0,167985
15733247,850,0,4862
15568748,671,99564,108872
15699029,670,170558,198253
15774393,694,0,26960
15676895,547,74596,85747
15637753,751,96888,77206
15605461,594,130830,61049
15808473,673,0,111981
15627000,610,0,62233
15787174,512,0,156105
15723886,767,119714,150135
15704769,585,113979,93146
15772896,763,100161,33463
15711540,712,0,144375
15764866,539,116221,55804
15794056,668,0,89048
15795149,703,81174,162812
15812009,662,0,136260
15651001,725,116804,124053
15813844,703,105962,74159
15596175,659,117412,45071
15576269,523,0,62030
15797219,635,123498,131953
15685500,772,152401,79414
15599792,545,0,199639
15657566,634,103098,157577
15772423,739,126418,134421
15628112,771,77847,99806
15753754,587,0,97933
15793726,681,0,170969
15694717,544,79732,57559
15665834,696,0,176713
15765297,766,0,34283
15636684,727,0,198637
15592979,671,37267,156917
15750803,693,127992,50457
15607178,850,54901,140076
15713853,732,108748,65323
15673481,726,99906,64323
15686776,557,184686,14956
15673693,682,110654,111879
15700696,738,79020,18606
15813163,531,99241,123137
15653857,498,0,148528
15777076,651,0,13898
15717398,549,0,81259
15799217,791,52436,161052
15787071,650,0,191600
15619955,733,100338,48559
15796505,811,149297,186340
15725166,707,0,33159
15800116,712,145605,93884
15758685,706,0,110899
15694456,756,0,11199
15767339,777,0,189993
15683562,646,84027,164256
15782210,714,0,152168
15668893,782,0,33950
15669169,775,0,68144
15643024,479,138719,47252
15699389,807,118275,25886
15708608,799,174186,192634
15626144,675,113209,34577
15573112,602,103907,161230
15790678,475,119023,100816
15727556,744,166298,181694
15697307,588,0,79079
15652266,703,63227,137316
15607098,747,94521,194927
15655774,583,0,51285
15590241,750,112822,150402
15785819,681,0,112492
15723654,773,135903,73656
15774510,714,125169,106637
15684173,687,0,155854
15650068,511,149117,162600
15811490,627,0,103738
15803976,694,0,160990
15682541,616,132312,15463
15695699,687,0,10334
15624188,712,0,190686
15812191,553,118083,94440
15636673,667,119267,28258
15594898,731,0,170035
15660211,629,156847,31824
15773972,614,137104,127166
15746726,438,78399,44937
15712287,652,0,188603
15702919,729,63669,145111
15674398,642,0,171464
15797960,806,135296,182823
15631868,744,153804,87213
15581539,474,0,57175
15662736,559,147070,120541
15666252,706,0,28714
15677512,628,0,85426
15626114,429,95742,46171
15810834,525,145965,64448
15678910,680,141442,16279
15694408,749,139290,182855
15585215,763,0,50405
15682757,734,0,107640
15736601,716,144429,134133
15601848,594,0,103481
15736008,644,95441,108761
15669064,671,144849,179012
15624528,664,116244,95145
15598493,656,0,72143
15601274,667,146502,19163
15702669,663,117029,144680
15728669,584,112014,177772
15742668,626,108269,5598
15697441,485,182124,116829
15740476,659,150924,174653
15648064,649,0,2011
15636624,805,165272,14110
15807923,716,115301,43527
15745844,642,129502,86099
15786170,659,118342,161574
15681081,545,0,38970
15684484,543,0,127587
15785869,718,0,30380
15763859,840,0,90909
15658935,630,106937,138275
15747358,643,170331,32172
15735203,654,114511,126143
15576256,582,0,129893
15659420,659,107594,102417
15593365,762,81273,18720
15777352,568,169400,61936
15812007,670,0,78359
15625461,613,187842,147224
15739438,539,0,160980
15611759,850,126776,132298
15661629,522,126436,174249
15633950,737,101961,123547
15592386,520,0,32790
15803716,706,0,181544
15696674,643,150843,2320
15706365,648,102536,189543
15745088,443,99028,10940
15676715,640,0,199493
15613085,628,0,188193
15633537,540,87271,172573
15594720,460,102743,189340
15684042,636,40106,53512
15583303,593,152265,34004
15611579,801,141948,10598
15774696,640,106308,113429
15694506,611,107885,183488
15688074,802,125014,187658
15759537,717,58469,172459
15758449,769,0,21016
15583456,745,117232,122381
15667871,572,152390,128124
15677371,629,34014,19571
15629677,687,0,188151
15713578,483,0,111020
15591509,690,101583,123775
15568240,492,77169,146700
15622993,709,124696,145251
15689294,705,105935,82464
15720910,560,0,15928
15721181,611,0,45886
15776433,730,0,186490
15748936,709,0,162923
15717225,544,161526,9263
15685226,712,147199,84932
15785611,752,183102,71557
15573456,648,127209,77406
15684548,556,0,417
15620505,594,97379,71405
15807432,645,136925,153400
15584766,557,54504,371
15612187,547,155727,67790
15762218,701,0,145895
15646372,616,135842,183841
15690452,605,63350,108887
15747795,593,129499,154071
15781589,751,0,179292
15732674,443,70438,56937
15642291,685,0,112239
15692761,718,0,45910
15578045,538,141434,173779
15745354,611,0,125696
15701376,668,152958,159586
15691625,537,138306,106761
15566594,709,0,129590
15760431,850,0,80007
15686302,745,124329,140452
15801559,693,181461,187929
15810432,795,0,167155
15809616,626,0,191421
15720559,487,110368,11384
15695632,556,89588,94898
15659843,643,0,106782
15615624,605,0,159509
15810418,756,115925,93524
15716186,586,0,87168
15674551,535,111757,8128
15622834,678,0,125518
15566111,596,0,48964
15784597,648,162924,98368
15652883,492,124577,148585
15806964,702,80794,27475
15576313,486,71340,76192
15806467,568,99283,134601
15597602,619,137946,72468
15743040,724,127893,199645
15705521,548,101084,42750
15595039,545,114754,136050
15799384,683,0,73564
15581197,762,99287,85579
15693737,627,79871,129827
15624623,516,104089,119666
15783501,800,168190,68052
15690134,464,85679,164105
15782735,626,0,80190
15611088,790,0,84127
15672145,534,121552,70179
15732628,745,122220,118024
15787470,553,116528,145704
15803406,748,77780,183049
15730460,722,0,120907
15644572,501,125832,100434
15694860,675,68066,138777
15658169,778,127299,124695
15794396,494,174938,40084
15785798,850,0,119232
15710825,592,110071,43921
15668444,590,139432,62223
15726631,758,127358,56577
15733797,506,0,164253
15747960,733,0,7667
15634632,711,0,68488
15707362,514,95556,199274
15662976,637,0,186062
15732778,468,111682,195711
15718443,539,0,36692
15670039,509,108739,106921
15773792,662,133950,48726
15613786,818,0,167037
15726032,608,89969,68777
15663252,850,0,18925
15593782,816,130879,71906
15633283,536,0,64833
15749167,753,0,184844
15759298,631,134170,176730
15683625,703,149762,20629
15635367,774,93845,28415
15681705,785,0,77231
15603156,571,0,102751
15591986,621,141078,34581
15798888,605,117993,183599
15809722,611,100812,147358
15677538,569,0,108469
15797736,658,80263,20613
15695585,788,156479,181197
15744398,525,0,160249
15750658,798,0,110783
15578186,486,115218,144995
15676519,615,0,150228
15637954,730,155471,53718
15758639,641,0,75248
15613772,542,135097,14353
15731744,692,0,130487
15807709,714,180075,100128
15714689,591,97541,196356
15699005,710,156067,9984
15624170,639,81551,118975
15725679,531,0,194998
15585865,673,170062,134901
15804256,765,92311,72925
15662403,622,169089,101058
15733616,806,80614,142839
15591995,757,121582,127059
15677020,570,0,116504
15727688,555,0,54406
15715941,692,0,88722
15714485,774,85892,74135
15730059,638,77637,111346
15715527,543,0,194902
15576623,584,0,31474
15805565,691,116928,21198
15677307,684,137327,186977
15773890,733,0,117202
15598883,599,0,143739
15568506,524,67239,161811
15761043,632,86570,98091
15782236,735,0,71095
15593601,734,133598,13107
15682048,605,136189,67111
15746902,793,0,88225
15752081,468,0,62257
15781307,779,120093,135926
15775912,698,101238,177816
15745417,707,89686,126471
15671256,850,211774,188574
15653547,850,131317,119175
15595766,527,93723,139094
15742358,696,101161,115917
15763274,661,120321,96463
15786063,776,0,112350
15600258,701,0,165304
15573318,610,0,166031
15653849,572,152828,38412
15694272,673,64098,77783
15736112,519,119035,29872
15749851,702,135220,59748
15663478,729,93694,79919
15592300,543,59409,76774
15567832,550,114355,54019
15776780,608,0,70650
15592846,639,128174,59093
15739803,686,0,127570
15794142,564,114931,18261
15762729,745,111071,73276
15667896,833,151226,136129
15626578,622,0,153238
15776223,597,64740,106841
15705953,721,169312,109078
15802593,504,0,87822
15615457,842,112652,126645
15708916,587,0,47414
15720187,479,143964,41880
15595440,508,122451,75808
15600651,749,0,47911
15750141,721,65253,28738
15657284,674,106902,2079
15763063,685,128510,121562
15709324,417,0,55004
15711309,574,129835,193131
15775318,590,154963,191932
15705515,587,138242,159418
15634844,598,91537,191469
15717046,741,0,38914
15571816,850,0,705
15670080,584,105204,138490
15800440,650,152969,82971
15665678,607,158262,76745
15665956,509,0,71245
15788126,689,121021,12182
15811773,543,0,141211
15651674,438,0,191763
15689614,687,137716,37939
15795564,737,121192,74891
15706647,761,0,166698
15728505,601,100486,62679
15730076,651,0,67740
15622003,745,92567,161520
15607312,648,0,159836
15644753,848,110930,30877
15653620,546,0,14858
15761986,439,138902,75686
15633922,755,123218,144183
15734674,593,0,65171
15658032,701,0,82527
15692671,701,0,169161
15737741,607,108432,109291
15576352,586,0,6058
15753719,547,72392,77077
15803689,647,119742,54955
15718057,760,100947,179615
15722010,621,170492,35588
15680998,725,0,117356
15614782,526,0,160697
15591047,519,157296,147278
15788291,713,144606,56594
15604044,700,134811,1300
15679587,666,115897,25095
15775153,630,82034,146326
15603925,779,174318,38296
15680970,611,114207,164062
15697183,685,0,107811
15567446,646,111574,30839
15637476,683,162449,9222
15714939,484,148250,33738
15683503,601,0,110916
15645569,762,123709,169655
15782569,687,0,69829
15592387,566,0,54927
15609286,702,150526,94728
15814035,601,0,80393
15661249,699,0,111308
15629117,584,0,19834
15607170,699,0,78397
15586585,698,111019,86410
15686611,495,129756,172750
15603203,650,0,1002
15619857,605,129556,13602
15805062,667,87202,77867
15660271,688,146133,175297
15745295,727,0,121751
15719352,754,170185,89593
15766575,612,140745,193438
15594594,546,139071,86945
15646161,673,0,183319
15682585,593,114193,71154
15603134,656,167879,151887
15636444,535,141617,75889
15773456,678,145748,89567
15745307,477,129121,26476
15604119,850,110350,126356
15626900,427,141326,93839
15605447,752,78654,7699
15589030,649,0,145594
15692463,799,142254,45043
15712403,589,0,61109
15811762,583,115989,57554
15718673,839,75592,62674
15724282,540,164113,12121
15738181,850,67996,50130
15633648,696,0,55022
15603323,660,0,117835
15583725,682,138778,168840
15588350,744,147832,24234
15798398,785,135438,190627
15784844,752,116060,156618
15580684,706,112565,42334
15809663,583,125407,110784
15640078,660,135135,173683
15698786,819,133103,27046
15569807,673,42157,20599
15730830,752,0,104991
15805112,578,82259,8997
15633064,438,0,64421
15703119,652,0,145700
15730447,629,0,196335
15813850,720,0,14781
15711889,668,150461,108139
15664610,459,133995,19287
15751710,729,164871,9567
15692926,498,121703,132210
15813741,549,193858,21600
15698474,601,131040,199662
15568595,544,113829,124341
15603065,751,0,15766
15592937,632,81877,33642
15699637,694,116326,117705
15667215,678,0,58803
15788659,695,0,137537
15763218,661,0,131301
15645772,661,0,84175
15725511,559,127071,160942
15575024,503,0,143955
15640825,695,122550,56298
15662397,640,176099,8405
15576368,624,122388,30020
15674991,667,0,58137
15721024,642,0,47473
15745621,640,118879,19132
15642394,529,0,187289
15754605,563,0,17604
15607040,593,88736,67020
15715142,739,102704,147803
15810978,788,0,41611
15668886,684,0,44256
15780804,482,97318,78416
15613880,591,128469,137255
15775238,651,133433,151303
15786905,749,141783,86334
15747867,583,135125,89802
15600337,661,178821,29359
15801277,715,112212,181601
15579334,769,126675,124119
15802741,625,136295,38867
15720649,641,66393,31107
15589493,716,122552,67611
15688251,767,76409,77838
15665238,745,145071,6078
15740900,589,0,177897
15681068,796,109730,123883
15748625,664,0,15304
15727299,445,64119,76570
15620204,543,106138,120657
15669516,746,0,16437
15736534,742,181657,107668
15803457,750,0,95611
15659098,669,95129,19799
15603436,594,126616,123215
15566292,574,0,71709
15808621,659,76190,149066
15580148,750,168287,20452
15776231,626,88110,32826
15773809,620,0,6232
15649423,580,0,10357
15734886,686,123972,147795
15722548,540,148116,116973
15650288,634,116269,129965
15629448,632,120599,92817
15716164,501,144261,172115
15807609,650,86606,16649
15578977,786,0,144517
15677369,554,58630,182039
15804072,701,0,24211
15696859,474,0,172176
15653780,621,0,47578
15721658,672,209767,150694
15578761,459,129634,177683
15736879,669,0,66089
15571973,776,169824,169292
15626742,694,97530,117140
15672692,787,145989,79510
15673570,580,0,77109
15767432,711,0,9679
15654238,673,137494,81754
15612525,499,0,131372
15812750,591,147360,25311
15790757,769,0,187926
15723873,657,125167,98820
15744607,738,121152,64167
15612966,545,128981,176924
15784209,497,0,90055
15794278,816,151859,72814
15766741,525,114628,168290
15661036,725,0,161767
15705639,692,95059,44420
15637414,618,128736,37148
15716835,546,156325,125381
15696231,635,105406,149854
15641675,611,88915,161435
15670755,650,0,102926
15640059,606,0,70899
15787619,844,160980,145936
15587535,450,177620,54227
15813034,727,62277,59281
15698839,460,127560,126953
15790314,649,0,130567
15634245,758,95523,73294
15677305,490,107749,3937
15661526,815,110777,2384
15685997,838,166734,14279
15660101,803,157121,141301
15637979,664,127161,78141
15815364,736,0,117431
15647099,633,156092,72009
15625944,664,98668,60888
15583212,600,134022,194765
15582741,693,124151,88705
15637876,663,77254,35818
15622750,742,114292,31520
15672056,710,140080,157908
15812351,710,135278,142200
15810864,700,0,182055
15677921,720,115921,157552
15724296,684,119783,120285
15685329,531,114716,24507
15584091,742,129749,47272
15640442,717,129723,41177
15639314,589,0,9469
15685320,767,139180,123880
15789158,636,113600,158887
15752137,648,134944,117036
15712551,622,116922,120416
15628936,692,118945,16064
15797227,754,0,52616
15769974,679,119183,121210
15737051,639,0,192247
15585595,774,71264,68760
15654060,517,0,75937
15745196,571,0,84569
15571221,747,116314,190696
15660155,792,92140,67469
15605284,688,0,104436
15694366,714,177640,47167
15600739,562,0,119900
15653253,704,167998,173498
15763431,698,82275,93249
15643696,611,0,142918
15707473,850,111963,111756
15769504,743,131737,108543
15776807,654,0,180345
15686870,761,108239,99444
15668747,702,98444,109563
15766908,488,114540,92568
15570134,683,187531,37976
15567367,601,133636,103316
15747542,605,0,173953
15762238,671,84745,34674
15681554,614,120599,46163
15712825,511,0,140677
15640280,850,127771,151739
15756026,790,0,14680
15613319,793,0,175544
15798906,628,0,181965
15708917,598,167773,136887
15778463,657,95846,122218
15699430,618,0,180440
15649992,681,134715,190420
15578980,516,0,58686
15775306,421,122384,89017
15641655,700,0,50051
15619708,745,157993,146041
15734565,696,0,191166
15806438,580,123331,103516
15591969,497,75263,164825
15747807,720,137824,172558
15596939,659,132579,84321
15716155,841,156021,122663
15765311,642,0,72085
15757811,732,137453,110932
15603830,600,0,143635
15660602,464,164285,3710
15660535,680,0,179843
15666633,758,0,10643
15596914,630,112373,131168
15639788,577,0,10553
15695846,684,0,130928
15726234,708,0,157004
15797964,732,154334,138528
15625881,634,111433,167032
15780628,633,0,41642
15575883,559,137390,9677
15585036,694,0,147012
15589488,686,111642,80554
15585888,553,0,30731
15727915,507,83543,140134
15707567,732,145339,91936
15737792,818,186796,178253
15599433,660,58641,198674
15672012,773,0,28267
15806983,640,137149,92381
15592222,505,80001,135180
15608968,714,86403,27331
15586959,468,0,125305
15646558,611,122875,149648
15725811,705,97544,59887
15572265,646,170827,45041
15794048,667,97134,113317
15677610,511,153896,39087
15745012,653,0,7331
15601589,675,0,95463
15686436,523,0,167848
15693864,567,134956,93954
15760550,741,143638,174228
15686137,456,147506,135399
15809087,598,0,195635
15807663,667,190227,97508
15809100,548,172449,188084
15794916,725,113980,116704
15614215,717,0,97615
15805449,594,0,186884
15686983,678,76968,131502
15808017,545,88293,24303
15756804,636,170833,110510
15646810,603,108122,108488
15710424,435,0,197015
15799422,535,0,27690
15692750,629,129818,9218
15794549,722,163944,15068
15803764,561,0,7797
15674840,645,101430,4400
15653762,501,117302,182026
15581229,502,173341,122764
15800228,652,0,38152
15656333,574,134349,63164
15697497,518,105526,73418
15585362,749,0,17979
15571928,679,0,115137
15785519,565,106192,149576
15743007,643,45144,60917
15777211,515,92114,142548
15721935,521,0,157879
15591711,739,128366,12796
15625021,585,0,18658
15702968,733,106546,134590
15600462,542,145618,10351
15768104,788,141541,66013
15780140,435,57017,5907
15585255,577,0,74078
15772781,703,0,77295
15669987,728,125885,54359
15697000,728,61826,156125
15733119,718,0,94821
15782390,621,0,155155
15654700,523,102967,128702
15632210,657,171771,22746
15642041,727,93052,71865
15709737,643,161065,84295
15792388,645,90612,149139
15786014,568,145106,185489
15794580,599,0,176407
15675964,672,0,92028
15814275,685,174913,43933
15724848,516,104948,115789
15754713,685,135214,125777
15693814,806,0,18462
15599660,604,116230,79633
15746490,648,111201,121542
15566091,545,0,94739
15655961,756,131899,93302
15710404,569,124526,193794
15775625,596,0,74836
15792328,475,0,57000
15719856,646,47135,57236
15593773,784,0,81484
15733114,552,0,26753
15797748,729,0,9201
15743411,609,0,22448
15753337,555,0,189123
15601026,572,138657,16162
15658485,785,70302,68600
15636731,714,101609,448
15628303,738,0,15651
15633461,639,130171,149600
15677135,520,133802,90304
15590876,764,106234,115676
15790782,661,132629,38813
15700476,564,103523,34338
15634141,708,192391,823
15737795,512,0,135482
15790299,592,0,10657
15675316,619,0,116467
15613630,775,109923,96823
15662100,850,128605,171096
15668032,577,0,79881
15599289,724,68599,157863
15754084,710,106519,127952
15676521,696,0,191074
15804586,376,0,157334
15781465,675,121326,133458
15729362,745,67226,130790
15709295,697,82932,128374
15745324,599,0,194273
15741336,715,118590,5684
15783659,659,145982,131043
15620981,684,73309,21228
15630328,635,130796,43250
15785899,789,151608,4389
15606149,571,111577,189272
15671139,694,107043,102284
15660429,665,156372,156775
15571002,706,129606,69865
15631681,807,0,85523
15731522,771,0,51220
15619529,531,132576,7223
15628034,629,129101,23971
15686164,850,108822,132173
15582797,685,137949,113640
15753831,642,100434,39769
15731815,529,96134,108733
15580956,683,115888,117349
15602084,663,124626,78005
15589805,563,139810,152418
15720893,637,0,26057
15641009,544,84497,79972
15605926,649,116855,107126
15805955,638,138333,47679
15801488,723,0,134509
15605918,635,78993,153265
15779711,750,97257,179883
15705620,730,122453,138883
15685357,750,112940,9856
15570060,586,132558,67047
15582616,520,0,56389
15799515,652,133297,77764
15642937,550,0,130590
15624729,594,197042,151912
15566156,749,71498,151084
15792360,668,0,777
15807008,614,128100,69454
15704770,773,124533,11724
15756475,551,82294,91565
15655339,566,142121,79616
15613749,569,151839,102300
15664521,659,149621,104534
15681206,722,168198,140766
15745527,655,93147,66214
15806926,615,97440,139816
15724563,752,65046,140139
15782899,661,95357,102297
15623521,838,123106,145766
15810218,610,0,83912
15645621,811,0,78440
15608114,587,121286,6777
15659557,811,167739,9903
15787772,759,104091,91562
15691111,648,121981,4027
15592089,788,0,116112
15633897,725,50881,184024
15701301,646,175160,67124
15723685,601,105515,50071
15701602,521,116497,53793
15739189,561,0,45261
15573086,564,99824,36721
15569050,444,0,130010
15750765,650,0,175381
15799811,724,0,127847
15698442,719,122965,138232
15655274,548,0,48673
15603594,635,0,70669
15585961,496,0,199506
15686936,676,89635,169583
15770424,541,95710,49063
15587451,778,139706,63337
15602010,850,103910,60083
15600583,633,0,48607
15654673,625,173435,165581
15717164,485,102238,194010
15765014,547,179381,69263
15682639,642,0,88699
15729279,718,108692,63031
15759805,582,0,59669
15767864,628,0,184230
15769948,737,133378,64050
15686345,828,0,81854
15688071,609,0,154643
15681174,730,116538,145680
15667521,631,0,30782
15750243,830,0,81623
15695475,645,130131,196474
15689176,663,0,176276
15652955,678,0,35113
15668958,521,107316,64300
15631054,625,0,180970
15581479,523,83181,138177
15577478,714,0,86734
15780870,580,153946,7419
15692317,722,0,166377
15593969,630,135483,140881
15570417,579,0,4460
15779059,670,119625,110472
15785980,588,121132,86460
15644200,807,0,16501
15793949,726,0,114020
15645103,812,54818,131660
15705860,631,107949,52450
15623828,682,0,161465
15715003,625,80816,20019
15623471,607,98206,176318
15798348,600,94684,50489
15743016,602,141605,30380
15769499,545,0,161327
15798521,675,0,45348
15706534,581,122949,180252
15706186,640,81677,34926
15812197,850,80294,126556
15650933,490,155413,187921
15692991,710,0,136391
15631189,613,67112,78567
15762198,812,103818,166038
15699598,723,0,140385
15692744,512,152169,38629
15688963,731,0,24999
15599131,650,214347,128815
15680303,594,0,19377
15628674,844,113348,31904
15648075,686,170936,173180
15586970,695,103023,22486
15625698,624,0,196669
15790497,503,0,136507
15682618,535,111855,36279
15762937,743,140349,163254
15750929,702,0,99654
15729832,658,145513,20207
15633650,677,146721,4196
15748856,664,107210,112340
15589195,766,130934,2036
15699911,461,0,132296
15663438,688,89772,177384
15692583,678,0,90284
15591257,796,0,61349
15646513,803,0,196467
15708063,712,100750,70758
15696098,498,0,13893
15645517,850,0,9685
15649744,628,123981,40546
15604304,539,91622,136603
15784092,732,126196,133172
15585198,715,94268,152821
15624347,651,0,147716
15621687,813,0,43169
15689081,692,0,76756
15813168,756,100718,73406
15604295,543,0,176728
15724127,790,141582,98309
15673055,494,0,6204
15768201,850,148587,176791
15782219,703,0,50679
15746410,432,0,150581
15780144,512,123404,80120
15590476,589,0,151646
15624293,514,106512,55072
15618182,678,0,115069
15660316,420,135550,149471
15678886,679,110555,46523
15616330,595,0,189996
15592229,713,185892,46370
15798424,833,130855,30723
15714750,690,92578,70811
15648800,731,132312,106663
15626147,608,144977,175836
15626608,479,87070,85646
15723250,519,0,101486
15592583,731,115414,191735
15759381,617,91070,101840
15585241,756,117412,4889
15589358,848,90018,193133
15672704,809,0,193519
15789955,698,112415,93982
15596800,779,158457,197001
15627305,606,0,106837
15645316,612,149642,115161
15593973,663,122528,196260
15647301,549,143734,96404
15750258,675,155663,97659
15685309,669,0,49108
15628205,571,101737,195652
15733974,500,125822,111698
15762110,628,0,171708
15706899,559,0,66722
15732660,769,0,57876
15656121,733,157791,177995
15614220,750,0,105126
15645269,583,0,17440
15698510,468,181627,172668
15569247,727,109680,753
15566251,618,96653,98686
15716134,617,190008,107048
15763625,793,0,152154
15605965,630,0,34338
15694821,765,148963,173879
15601688,546,0,159254
15575581,614,131345,54777
15671209,593,101714,134595
15616529,613,0,41725
15773906,655,0,110528
15722993,700,137963,8997
15752463,826,129938,190201
15589754,652,151421,115333
15669899,755,135643,143620
15766887,538,122774,58467
15768006,729,152304,12129
15741295,615,0,49872
15811327,700,79416,139736
15690007,434,125801,60892
15690664,729,0,100863
15719348,513,0,76640
15781802,755,104817,126014
15752731,615,0,87348
15600997,747,67495,77370
15750776,850,164851,62722
15723907,712,154776,196258
15633419,622,143125,81724
15702430,548,0,31300
15710456,607,0,63496
15650351,653,102133,166521
15590820,699,79932,150242
15640454,693,120712,27345
15697789,647,122718,87000
15808182,478,92363,44913
15588670,705,203715,179979
15721292,719,0,145760
15604217,726,0,14122
15651369,626,0,66232
15782454,552,0,190297
15814032,807,93460,172783
15570326,621,0,99128
15624428,651,40225,178341
15755638,673,168070,146992
15600992,652,0,151315
15755649,584,130539,92916
15795228,756,132624,58974
15589257,670,103465,174627
15719302,765,126548,79580
15639882,528,128263,50771
15791279,701,169743,153538
15636935,797,0,132975
15686909,639,150796,85209
15589572,785,129856,170215
15779947,363,146098,100615
15573769,764,0,186106
15578866,676,0,55120
15739131,718,65643,28761
15813444,590,0,171021
15678058,584,104584,176679
15769169,645,0,28668
